pdf_page,render_path,full_text
26,page_renders/p26_render.png,48 49 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 朝阳区图书馆成立于1958 年，其前身可追溯至 1913 年京师学务局在朝阳门外所设立的“劝学所”。 朝阳区图书馆经过重新建设改造和装修，于1990 年9 月20 日对外开放，目前，年均接待读者30 余万人次， 借阅图书50 余万册次。2013 年12 月26 日，新馆正 式对外开放，新馆建筑面积14600 平方米，自筹建之 初，在传承“读者第一，服务至上”的理念基础上， 适应时代发展形势，借鉴国际公共图书馆发展经验， 结合区域特色，将成为区域的信息中心、文化中心、 教育中心、交流中心。 朝阳区图书馆 联系方式 小庄馆 地址：北京市朝阳区金台里17 号 邮编：100026 联系电话：010-85992780 劲松馆 地址：北京市朝阳区广渠路66 号院3 号楼 邮政编码：100022 联系电话：010-87754760 实用信息 入馆指南 办证信息： 凭有效证件免费阅览，持有效北京市公共图书馆 “一卡通”办理借阅。 开放时间： 周一至周日09:00——19:00 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 北京市丰台区图书馆始建于1978 年，于1989 年 迁入丰台文化中心大楼，设有外借流通部、地方文献 阅览室、工具书阅览室、特色藏书阅览室、报刊阅览室、 自习室、电子阅览室等服务窗口。我馆以阅读为核心， 以“以品牌促阅读、以阅读促和谐”为目标，丰富服 务品牌内容，完善服务品牌建设。目前形成以“书香 丰台”为品牌的系列全民阅读推广活动，内容涵盖“丰 阅古今 丰范传承”优秀传统文化推广活动；“家庭书 房”阅读推广计划等。 丰台区图书馆 联系方式 地址：北京市丰台区西四环南路64 号 邮编：100071 联系电话：010-63825079 转8204（外借部） 010-63813793（办公室） 实用信息 公众号二维码
27,page_renders/p27_render.png,50 51 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 无障碍信息 丰台区图书馆在图书馆一层北侧阅览室放有轮 椅，方便肢体障碍读者、老年读者使用；图书馆每层 都设有无障碍专用卫生间，内有坐式便器，墙壁装有 扶手，洗手池两侧也安装扶手，以便于乘坐轮椅读者 使用；视障读者和轮椅读者可使用直梯，到达各楼层。 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 无障碍接待服务 入馆指南 办证信息： 凭有效证件免费阅览，持有效北京市公共图书馆 “一卡通”办理借阅。 开放时间： 地点 开放时间 一层 期刊阅览室 周二至周五 8:30—21:00 周六至周日 9:00—17:00 图书阅览室 周一至周五 8:30—17:00 周六至周日 9:00—17:00 二层 开架书库 周二至周五 8:30—19:00 周六至周日 9:00—17:00 开架借阅处 周二至周五 8:30—19:00 周六至周日 9:00—17:00 自习室 周一 8:30—17:00 周二至周五 8:30—19:00 周六至周日 9:00—17:00 三层 地方文献阅览室 上午 8:30—11:30 下午 13:30—17:00 工具书阅览室 上午 8:30—11:30 下午 13:30—17:00 特色藏书阅览室 上午 8:30—11:30 下午 13:30—17:00 宣传辅导部 上午 8:30—11:30 下午 13:30—17:00 三层 采访编目部 上午 8:30—11:30 下午 13:30—17:00 四层 电子阅览室 周二至周五 8:30—19:00 周六至周日 9:00—17:00 学术报告厅 不定期开展讲座等阅读推广 活动，读者可免费参加。 海淀区图书馆（北馆）采用大开间、无隔断、宽 敞通畅的开放格局。信息基础设施配套完善，技术手 段先进，无线网络覆盖全馆。北馆设计藏书80 万册， 同时为读者提供丰富的数字资源，并与海淀区及北京 市各图书馆实现文献资源的共知共享。在完善的基础 服务同时，通过引进RFID 等先进技术和设备，增设 特色服务项目，为读者营造出更便捷、更智能化的阅 读条件和环境。图书馆定期开展丰富多彩、富有创意 的各类活动，以吸引更多读者，推动全民阅读，创新 公众对文化信息资源的获取和利用方式。 海淀区图书馆（北馆） 联系方式 地址：北京市海淀区温泉路47号海淀北部文化中心A座 邮编：100080 联系电话：010- 62451159 邮箱：bjggyx@claridy.com.cn 实用信息 入馆指南 办证信息： 凭有效证件免费阅览，持有效北京市公共图书馆 “一卡通”办理借阅。 开放时间： 9:00-21:00( 全年无休) 无障碍信息 海图北馆在图书馆门口放有轮椅，方便肢体障碍 读者、老年人读者使用， 图书馆在三层设有专门的视障阅览区，为盲人读 者提供盲文打印机、盲文点显仪、阅读器和听书郎等， 为色盲色弱及近视的读者提供远近两用扩视仪、放大 镜、老花镜等 图书馆每层都设有无障碍专用卫生间，内有坐式 便器，墙壁装有扶手，洗手池两侧也安装扶手，以便 于儿童和乘坐轮椅读者使用。 视障读者和轮椅读者可使用直梯，到达各楼层， 图书馆还在直梯出口铺设盲道，可以直接通至视障阅 读区。 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 无障碍接待服务
28,page_renders/p28_render.png,"52 53 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 门头沟区图书馆是区属综合公共图书馆，馆藏书 籍70 万册，期刊600 余种，声像资料2021 余种，古 籍1700 余册。2011 年7 月拆迁至东辛房市场街8 号， 服务面积1200平米，开设读者外借部、辅导部、采编部、 办证处，开展读者借阅服务。 门头沟区图书馆——镇街图书馆（室）——村（社 区）图书室三级服务网络建设在稳步推进，门头沟区 “益民书屋”已达到222 个，实现了行政村全覆盖， 区图书馆定期对其进行业务培训及阅读指导。每年下 乡达100 余次，配送图书3 万余册，把广大农村急需 的科学文化知识送到农民的家门口。 门头沟区图书馆 联系方式 地址：门头沟区市场街8 号 邮编：102300 联系电话：010- 69844284-8001 邮箱 ：mtgtsg@163.com 实用信息 入馆指南 办证信息： 凭有效证件免费阅览，持有效北京市公共图书馆 “一卡通”办理借阅。 开放时间： 周一至周日 9：00—17：00 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 北京市石景山区图书馆是政府主办的综合性公共 图书馆。现为北京市公共图书馆“一卡通”成员馆，“首 都图书馆联盟”成员单位，连续多年被文化部评定为 国家一级图书馆。总建筑面积为1.2 万平米，现有馆 藏文献103 万册，数字资源50TB，阅览座位800 余个， 日均接待读者能力3000 人次以上。 石景山区图书馆 联系方式 地址：石景山区八角南路2 号 邮编：100043 联系电话：10-68872830 实用信息 入馆指南 办证信息： 凭有效证件免费阅览，持有效北京市公共图书馆 “一卡通”办理借阅。 开放时间： 周一至周五：8:30-19:00（周一上午闭馆） 周六、周日及节假日：9:00-17:00 无障碍信息 为了使残疾读者、老年读者等特殊群体更方便快 捷的利用图书馆资源、享受公共文化服务，图书馆积 极建设、购置多项无障碍设备设施，方便特殊读者使用， 具体设置情况如下： 实现全馆无障碍出入。 设定残障人士专用车位。( 院内西侧停车场) 购置盲文书籍、盲人听书机，在院内铺设无障碍 通道、盲道。( 二层阅览区域) 设立无障碍卫生间，内设扶手和报警按钮。( 每 层西侧) 无障碍电梯内配备安全扶手，盲文按钮。 设置残疾人阅览区, 购置轮椅。( 二层阅览区域) 楼层设置无障碍全景图 馆内无障碍标识齐全 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 无障碍接待服务"
29,page_renders/p29_render.png,54 55 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 通州区属公共图书馆，其前身可追溯到1916 年成 立的京兆通县通俗图书馆，拥有百余年深厚历史积淀。 改革开放以来，通州区图书馆励精图治、砥砺前 行，先后成为北京市社会科学普及实验基地、北京市 少儿科普阅览中心通州分中心、北京市青少年学生校 外活动基地、通州区中小学生社会大课堂示范基地、 通州区青少年思想教育基地、书香中国• 北京阅读季 最美阅读空间、中共北京市委思想政治工作优秀单位。 通州区图书馆 联系方式 地址：通州区通胡大街76-1 邮编：101100 联系电话：010-56946796 邮箱：tongtu2002@163.com 实用信息 入馆指南 办证信息： 携带身份证或户口本，工本费免费，押金按借书量 50 元、100 元不等. 开放时间： 周一至周五 08:30—18:00 周六至周日 08:30—19:00 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 微博二维码 公众号二维码 房山区文化活动中心A 座包括成人借阅区、少儿 服务区、电子阅览区、报刊阅览区、自习区、综合活 动厅、报告厅等。馆藏纸质图书40 万册，电子图书 25 万册，涉及经济、文化、科学、教育等几十种类别， 设有阅览桌214 张、阅览坐席640 席。为了满足不同 人群的需求，秉承以人为本、智能便捷的理念，馆内 设施齐全、设备先进、数字化程度高，自助办证、自 助借还书机、24 小时自助阅览室、触摸屏读报机等可 随时随地为读者提供便捷完善的服务。多功能交互式 信息服务系统，以便捷友好的多媒体方式展现丰富的 文化内容（四个之窗）。 房山区图书馆 联系方式 地址：北京市房山区长阳镇昊天北大街8 号。 邮编：102445 联系电话：010- 80391821 邮箱： gongxiangfangshan@126.com 实用信息 入馆指南 办证信息： 凭有效证件免费阅览，持有效北京市公共图书馆 “一卡通”办理借阅。 开放时间：周一至周日9:00- 晚19:00 无障碍信息 1. 出入口有无障碍坡道； 2. 设有无障碍停车位； 3. 设有电子语音导览地图； 4. 电梯均有盲文标识； 5. 有辅助器借助借阅（盲人借阅）； 6. 设有康复文献阅览室； 7. 设有无障碍厕所。 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 无障碍接待服务
30,page_renders/p30_render.png,56 57 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 大兴区图书馆全年365 天开放，实行免费服务， 周开放时间达64.5 小时。馆内设有办证处、多媒体信 息服务中心、流通服务中心、阅览服务中心、少儿阅 读服务中心等5 个对外服务窗口，为读者提供丰富的 文献信息服务。配套的报告厅可开展会议、小型演出、 讲座和各类培训等活动。 截至2018 年底，馆藏图书达到998315 册；视 听文献、微缩制品超过2 万件；拥有包括大兴历史文 化资源数据库、超星汇雅数据库、中国精品文化期刊 文献库、维普考试资源系统数据库、万方中小学数字 图书馆等13 个专题数据库，馆藏数字资源本地存储 量超过30TB。 大兴区图书馆 联系方式 地址：北京市大兴区黄村西大街11 号 邮编：102600 联系电话：010-69290350 实用信息 入馆指南 办证信息：残障人士可凭本人有效证件申办 “一卡通”的优惠功能 开放时间：周一至周日：9:00--21:00 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 微博二维码 我馆一层设置首都学雷锋志愿服务示范站，工作 人员以关心弱势群体、服务社会、弘扬雷锋精神为己 任，进一步拓展志愿服务领域、深化服务内涵，利用 图书馆的资源优势为残障人士提供阅读服务。 在我馆从政策上惠及残障人士，到馆办理联合读 者卡的残障人士，出示残疾证可办理优惠级别读者卡 （押金减半）。同时图书馆购置智能听书机700 台， 在馆内及各分馆为盲人提供智能听书机借阅服务，力 求在精神文明建设工作中取得新成效。 馆内每年组织健康知识讲座10 余场，接待群众 1500 余人，以提高残障人士康复知识水平，加家属 对他们身体与心灵的关注，让残障人士感受到社会 的关爱。 无障碍接待服务 顺义区图书馆是地市级一级公共图书馆。为社会 公众提供文献借阅、讲座展览、信息咨询、读书活动、 文化休闲等服务。现有藏书105万余册，报刊600余种。 全年365 天开放，全天延时服务。潮白书苑24 小时 自助影视文学主题图书馆坐落在图书馆院内，全天24 小时开放服务读者。 顺义区图书馆遵循“大开放、大服务”的服务理念， 凭借藏、借、阅、咨一体化的开放布局，通过不断创 新服务手段，引导社会力量参与，广泛开展多元化、 综合性的读者活动，创建书香顺义阅读品牌，努力打 造一个全新的图书馆服务形象，是顺义区精神文明建 设和文化事业发展的亮丽窗口。 顺义区图书馆 联系方式 地址：顺义区光明南街20 号 邮编：101300 联系电话：010-69447265 邮箱：syqtsg@163.com 实用信息 入馆指南 办证信息： 残障人士可凭本人有效证件申办“一卡通”的优惠 功能 开放时间： 周一至周日，早 9:00 — 晚 18:00 （普通业务部室 服务时间），早 9:00— 晚 20:30 （自习部室延时 服务时间）。 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 微博二维码 公众号二维码
31,page_renders/p31_render.png,"58 59 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 怀柔区图书馆建筑面积7345.14 平方米，读者服 务配套设施和无障碍设施齐全。馆内设有办证咨询部、 图书外借部、资料阅览部等13个部门，全年365天开放， 并实行免费服务，每天开馆9 小时以上。截止2018 年 底，馆藏纸质图书76.3 万册、视听文献0.53 万件，电 子图书33 万种，订阅当年报刊1000 余种；馆内实现 了百兆网络带宽接入和无线网络全覆盖；购置了《国学 宝典》《云图有声数字图书馆》等多种数字资源；建立 了怀柔区地方文献数据库；配置了触摸屏电子读报机和 电子书借阅机等设备；开通了图书馆网站、微博、微信 公众服务号，推出了“怀柔区图书馆”手机APP。 怀柔区图书馆 联系方式 地址：北京市怀柔区富乐大街8 号 邮编：101400 联系电话：010-89688206 邮箱：hrlib2008@163.com 实用信息 入馆指南 办证信息：残障人士可凭本人有效证件申办 “一卡通”的优惠功能 开放时间：夏季：8:30-18:00 冬季：8:30-17:30 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 微博二维码 公众号二维码 为保证残疾人服务工作正常有序开展，怀柔区图 书馆制定相关制度，服务内容在责任制中有明确规定。 免费提供馆藏文献、服务设施等基本服务，免费参加 馆内各种读者活动，办证押金减半。 设立康复文献阅览室，有盲文文献229 种，设立 无障碍通道、电梯设置盲文按键和楼层提示音等设备 设施，免费提供大字阅读和盲人智能听书机设备，设 有触摸屏读报机，方便视障人士使用。 有专门人员负责残疾人服务工作，并明确工作职责。 无障碍接待服务 停车场设有残疾人无障碍车位；主楼门口设有轮 椅坡道；电梯轿厢内安装扶手、加装盲人按键和到达 提示音；馆内设有康复文献阅览室入藏盲文图书；康 复文献阅览室和报刊阅览室内设有残疾人无障碍阅览 座椅；各层卫生间均设有残疾人无障碍坐便和洗手池。 昌平图书馆在2003 年初兴建图书馆新馆，2004 年12 月18 日新馆正式投入使用。新馆使用面积为 8000 平米。新馆有按照少儿心理特点设计的、充分体 现人性化关爱的少儿阅览室；有能容纳400 人、面积 近500 平米的成人自习室；有按照国家标准进行综合 化布线，可同时容纳一百余人上网的电子阅览室；有 可完成视频会议、政府报告、新闻发布、学术讨论、 影片播放、小型演出和教学等活动需要的视频会议报 告厅等。 目前，昌平区图书馆馆藏总量已达到65万册（件）， 其中图书59 万册，电子文献、视听光盘1.5 万件，古 籍379 册，盲文图书242 册，有效持证读者达到4.6 万人。年接待读者40 万人次，外借书刊45 万册次， 开展读者活动100 余次。 昌平区图书馆 联系方式 地址：北京市昌平区府学路10 号 邮编：102200 联系电话：010-80112652 邮箱：cptsg2005@163.com 实用信息 入馆指南 办证信息：残障人士可凭本人有效证件申办“ 一卡通”的优惠功能 开放时间： 上午8:00-11:30, 下午14:00-17:00, 全年开放 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码"
32,page_renders/p32_render.png,60 61 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 密云区图书馆年接待残障人士约300 余人次，其 中，行动不便的肢体残疾所占比例较大。区图书馆充 分考虑残障人士特殊需求，在馆室建设上有所侧重， 馆内职工和我区文化志愿者们，积极主动为来馆残障 人士做好阅读引导和出行帮助等，提供人性化服务， 群众反响良好。 无障碍接待服务 图书馆入口两侧为无障碍通道，并附有明显标示； 一层大厅及各层卫生间设有无障碍导向标识，电梯内 及步行梯设有扶手，同时，电梯内部设有专用楼层控 制键，便于肢体残障人士行动通行。大楼内各层卫生 间设置残障人士专用隔间，配有明显标示，内有坐式 马桶、扶手等，以方便使用。图书馆提供2 部轮椅和 2 副拐杖租借服务，登记后即可使用。区图书馆在停 车场入口位置设置无障碍机动车停车位，分别在一层 老年阅览室、康复阅览室和三层期刊借阅室入口位置 共设置6 处无障碍阅览坐席，以方便肢体不便读者。 图书馆一层单独建立康复阅览室，在门口可触摸位置 设置盲文标识牌，配有盲文图书以及助视阅读机、助 视阅读机显示器、中距离助视器、滤光镜、盲人阅读 书架、LED 护眼灯等专用器材，2019 年更新增盲人阅 读用智能听书机700 余部，最大力度满足我区残障人 群阅读需求。 北京市密云区图书馆，现馆址位于四眼井胡同6 号，于 2012 年11 月份正式启用，占地面积8242 ㎡， 建筑面积7500 ㎡，现有持证读者4 万余人，年接待 读者约16 万余人，日均接待读者400 余人次。馆内 设立了办证咨询处、少儿借阅室、老年阅览室、康复 阅览室、外借一库、外借二库、自习室、法律咨询中 心等26 个公益性对外服务窗口。截至2019 年7 月底， 馆藏图书83 万余册，电子文献3 万余种，报刊文献 621 种，数字资源储存容量约40TB。 密云区图书馆 联系方式 地址：北京市密云区四眼井胡同6 号 邮编：101500 联系电话：010-69043403 邮箱：dtcc1996@163.com 实用信息 入馆指南 办证信息： 残障人士可凭本人有效证件申办“一卡通” 的优惠功能 开放时间：08:30-17:30 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 公众号二维码
33,page_renders/p33_render.png,62 63 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 延庆区图书馆正式成立于1975 年，是延庆唯 一一座区级公益性的公共图书馆，位于2008 年7 月 迁入到延庆区妫水北街16 号的新馆，建筑面积5598 平米。内设机构有采编辅导部、阅读推广部、成人借 阅部、少儿借阅部等。目前，延庆区图书馆每年组织 诵读、绘本故事会、4.23 世界读书日、书香北京系列 评选、十佳优读空间、妫川文化大讲堂等多项阅读推 广主题活动，并积极参加首都图书馆组织的红领巾读 书活动、各种大型展览等活动。 延庆区图书馆 联系方式 地址：北京市延庆区妫水北街16 号 邮编：102100 联系电话：010- 69104546 邮箱 ：yqlib@sina.com 实用信息 入馆指南 办证信息：残障人士可凭本人有效证件申办 “一卡通”的优惠功能 开放时间： 夏季：8:30-18:30 冬季：8:30-18:00 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 平谷区图书馆位于平谷区府前西街1 号，馆舍建 筑面积8100 平方米，拥有读者座席600 余个。馆藏 文献80 余万册，订阅报刊800 余种；电子图书50 万 册在线免费阅读；拥有CNKI 全文数据库、“冰心” 特色数据库、地方文献数据库。馆藏书刊全部实行开 架借阅，并为读者提供资料代查、课题检索、送书上 门等服务项目。开展“千场讲座”、“红领巾读书活动” 等全民阅读活动，先后被评为“国家一级图书馆”、“文 明图书馆”等光荣称号。 平谷区图书馆 联系方式 地址：北京市平谷区府前西街1 号 邮编：101200 联系电话：010-89999515 邮箱：pgtsgbgs@bjpg.gov.cn 实用信息 入馆指南 办证信息：残障人士可凭本人有效证件申办 “一卡通”的优惠功能 开放时间：8：30—11：00，14：00—16：30 无障碍信息 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 1. 出入口设有无障碍坡道； 2. 一楼卫生间内设有无障碍卫生间； 3. 设有康复阅览室； 4. 设有盲人专用设备——点显器； 5. 设有云图数字有声图书馆、OverDrive 赛阅数 字图书馆、“心声”音频馆等为残障人士提供更多便 利与帮助； 无障碍接待服务
34,page_renders/p34_render.png,64 北京市残障人士文化旅游 资源手册 优 秀 无 障 碍 文 化 馆 介 绍
35,page_renders/p35_render.png,66 67 北京市残障人士文化旅游 资源手册 优秀无障碍文化馆介绍 无障碍信息 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 2019 年是东城区第一文化志愿者服务分中心“文 化助残”项目走过的第五个年头。5 月22 日，适逢第 28 个全国助残日和即将到来的六一儿童节之际，由东 城区第一文化馆、东城区第一文化志愿者服务分中心 主办的“文化助残 砥砺前行”文化志愿服务五年回顾 展在我馆二层展厅举办。 展览分为文化助残活动纪实照片和非遗手工艺作 品两部分。纪实照片展区共展出80 幅图片，以时间 为轴记录了分中心五年来在特教学校开展文化助残活 动的点点滴滴；手工艺作品展区展出风筝、泥塑、剪纸、 无障碍文化活动 工笔画四个类别近百幅作品，作品为特校师生和志愿 服务团队残障学员所收获的志愿服务成果。 这次回顾展览既是第一分中心文化助残志愿服务 五年总结，更是第一分中心下一个文化助残志愿服务五 年新的起点。我们期待通过文化助残志愿服务活动的开 展，帮助更多的残疾人朋友，我们更期待通过文化助残 志愿服务活动的开展，感染到身边的每一个人。希望越 来越多的人参与到志愿服务行列中来，用志愿精神营造 “扶残助残 有你有我”的和谐氛围和良好风尚。 东城区第一文化馆 东城区第一文化馆地处繁华的交道口东大街，建 筑面积8300 平方米，是东城区政府设立的公益性的 群众文化艺术活动中心。2008 年，区委、区政府以建 设“文化强区”为目标，大力加强公共文化服务体系 建设，投资4950 万元，对已经使用了近20 年的文化 馆进行升级改造。经过一年的艰苦努力，一个具有现 代化全新的群众文化活动场所展现在人们面前。 文化馆整体环境、硬件设施和办公条件均达到全 市乃至全国的领先水平，为打造全国一流、独具特色 的地市级文化馆奠定了坚实的基础。“非遗”展厅常 年设展，曲协活动室、手风琴俱乐部活动室、戏剧之 家以及舞蹈排练厅等各具特色。剧场的改造完善，更 有利于品牌团队建设及为百姓提供演出服务。 联系方式 地址：北京市东城区交道口东大街111 号 邮编：100007 联系电话：010-64010803 实用信息 网站二维码 公众号二维码 品牌活动 每周六晚上的相声演出，云集了相声界著名的演员； 每周日下午的“东城书馆”，著名评书艺术家连丽 如及其弟子的精彩表演，让书迷们尽情尽兴； 周日京剧演唱会、少儿钢琴演奏会、各种展览； 以及每年春节推出的室内文化庙会等。
36,page_renders/p36_render.png,68 69 北京市残障人士文化旅游 资源手册 优秀无障碍文化馆介绍 朝阳区文化馆1958 年始建，新馆于1996 年底落 成，总面积11000 平米，拥有主楼、配楼、文化广场 及附属设施。主楼以演艺活动为主，包括剧场、影厅、 展厅等，还可以看到老理发馆、垂花门、美国军用吉普、 挎斗摩托等文化气韵浓烈的老物件典藏；配楼以培训 为主，30 余个教室，附属设施有瓦舍博物馆、凤誉堂 会议室等。全年免费向公众开放。 朝阳区文化馆创立文化品牌项目及活动50 余项， 年举办演出、展览、露天电影等公共文化活动500 余 场次，免费开办基层文化辅导和专业讲座70 余项， 服务群众百余万人次。 朝阳区文化馆 联系方式 地址：北京市朝阳区朝外小庄金台里17 号 邮编：100026 联系电话：010-85993958 实用信息 惠民演出活动 朝阳区文化馆每年会有金刺猬大学生戏剧节、潮流 音乐节、非非戏剧演出季、新舞蹈国际艺术节、森林 演出季等文化惠民品牌活动以及在传统节日等重要时 间节点举办的各类文化惠民活动。 品牌活动 ·北京朝阳森林演出季朝阳区基层文化展演，每年 6-8 月份，免费参与，直接现场观看、参与。 网站二维码 公众号二维码 西城区第一文化馆馆舍面积11513 ㎡，拥有大小 剧场、综合舞蹈排练厅、排练厅、教室、录音棚等设施。 每天开放时间9：00——17：00，全年开放开不闭馆。 常年的活动有演出、展览、电影、辅导、排练、公益 培训等，是文化部授予的地市级“一级文化馆”。特 色品牌活动有：“看大戏到西城”、“文化演出进社区”、 “彩虹剧场”、“群星大舞台”、“月末大舞台”、“周 末音乐汇”、“温馨影院”等，京、评、越、曲艺票 房活动活跃，业务干部深入基层辅导踊跃，协会团队 活动如火如荼。从2010年起每年成功推出一部原创剧， 社会反响热烈。 北京市西城区第一文化馆 联系方式 地址：北京市西城区西直门内大街147 号 邮编：100035 联系电话：010-62264188 邮箱：xichengqunwen@vip.sina.com 实用信息 网站二维码 公众号二维码 无障碍信息 信息名称 是 否 文化馆是否有无障碍出入口 √ 文化馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 文化馆内是否有无障碍厕所 √ 文化馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √
